PLAZA,CR TIENDA,DESC_TIENDA,MONTO SIN IMPUESTOS ,MONTO CON IMPUESTOS 
10LGA SLP Norte,50KST,San Ruben SLP,150,177.75
10LGA SLP Norte,50L2Q,Charcas Centro TRC,200,237
10LGA SLP Norte,50L5G,Tlaloc SLP,50,59.25
10LGA SLP Norte,50LDK,Estacion SLP,45,53.325
10LGA SLP Norte,50LOK,Mariano Avila SLP,45,53.325
10LGA SLP Norte,50LVL,Los Valles SLP,50,59.25
10LGA SLP Norte,50LZF,San Lorenzo SLP,50,59.25
10LGA SLP Norte,50MJI,Lomas del Camino SLP,100,118.5
10LGA SLP Norte,50MJK,Santa Catarina SLP,150,177.75
10LGA SLP Norte,50NDC,Damian Carmona SLP,90,106.65
10LGA SLP Norte,50NFK,Pintores SLP,90,106.65
10LGA SLP Norte,50NWE,Nereo SLP,90,106.65
10LGA SLP Norte,50O90,Tinaja SLP,50,59.25
10LGA SLP Norte,50OJA,Jacarandas SLP,50,59.25
10LGA SLP Norte,50QCQ,Paseo Campestre SLP,200,237
10LGA SLP Norte,50QX0,Santa Clara SLP,50,59.25
10LGA SLP Norte,50R3D,La Madrid TRC,50,59.25
10LGA SLP Norte,50S4W,Parador Poca Luz SLP,50,59.25
10LGA SLP Norte,50SHG,Hidalgo SLP,50,59.25
10LGA SLP Norte,50SL3,Montes TRC,100,118.5
10LGA SLP Norte,50SOG,Albino Garcia SLP,50,59.25
10LGA SLP Norte,50SZG,Zaragoza SLP,200,237
10LGA SLP Norte,50TMY,Arenal SLP,135,159.975
10LGA SLP Norte,50TYU,Campestre SLP,450,533.25
10LGA SLP Norte,50VOE,Vasco de Quiroga SLP,90,106.65
10LGA SLP Norte,50VSX,Morales SLP,50,59.25
10LGA SLP Norte,50WJX,Ferrocarril SLP,200,237
10LGA SLP Norte,50XCD,Galaxia SLP,50,59.25
10LGA SLP Norte,50XE1,Dr. Arroyo SLP,50,59.25
10LGA SLP Norte,50XGR,Arriaga SLP,50,59.25
10LGA SLP Norte,50XHF,Zacatecas SLP,50,59.25
10LGA SLP Norte,50XLP,Lopez Mateos SLP,50,59.25
10LGA SLP Norte,50XPS,Parador del Sol SLP,50,59.25
10LGA SLP Norte,50XR0,Tomasa Esteves SLP,400,474
10LGA SLP Norte,50YHG,Plaza Las Tunas SLP,150,177.75
10LGA SLP Norte,50YMB,Villa Magna SLP,50,59.25
10LGA SLP Norte,50ZTR,Cerritos SLP,100,118.5
10LGA SLP Sur,500QK,Montes Pirineos SLP,45,53.325
10LGA SLP Sur,500UD,Ojo De Agua TRC,50,59.25
10LGA SLP Sur,501F5,Parque Industrial SLP,100,118.5
10LGA SLP Sur,501QT,Sierra Azul SLP,315,373.275
10LGA SLP Sur,5021Q,Lopez Rayon SLP,90,106.65
10LGA SLP Sur,5048C,Interpuerto SLP,350,414.75
10LGA SLP Sur,505NC,D Rada SLP,150,177.75
10LGA SLP Sur,50640,Eje 106 SLP,50,59.25
10LGA SLP Sur,5067O,Eje 102 SLP,50,59.25
10LGA SLP Sur,506K0,Garza Sada,135,159.975
10LGA SLP Sur,506N5,Antonio Mateos SLP,150,177.75
10LGA SLP Sur,506PO,Catara SLP,50,59.25
10LGA SLP Sur,506V7,Mega Gas SLP,50,59.25
10LGA SLP Sur,5072T,Orozco SLP,50,59.25
10LGA SLP Sur,507IM,PERISALK,150,177.75
10LGA SLP Sur,509AQ,Antigua Central SLP,100,118.5
10LGA SLP Sur,509DA,La Cantera SLP,100,118.5
10LGA SLP Sur,509IF,ANTARES,150,177.75
10LGA SLP Sur,50A0P,Covalia SLP,200,237
10LGA SLP Sur,50AJA,El Paseo SLP,100,118.5
10LGA SLP Sur,50AO8,Terminal Terrestre SLP,90,106.65
10LGA SLP Sur,50AT7,La Laguna SLP,50,59.25
10LGA SLP Sur,50BAS,Basalenque SLP,180,213.3
10LGA SLP Sur,50BDV,Balcones delValleSLP,100,118.5
10LGA SLP Sur,50C1F,Plaza Mallorca SLP,150,177.75
10LGA SLP Sur,50CEA,5 de Mayo SLP,50,59.25
10LGA SLP Sur,50CXJ,BIBI SLP,250,296.25
10LGA SLP Sur,50CZ4,Monjas TRC,50,59.25
10LGA SLP Sur,50DBJ,Constituyentes SLP,100,118.5
10LGA SLP Sur,50DGN,Diagonal SLP,270,319.95
10LGA SLP Sur,50DKI,Rinconada SLP,225,266.625
10LGA SLP Sur,50EDR,Coronel Romero SLP,150,177.75
10LGA SLP Sur,50G2Z,El Refugio SLP,350,414.75
10LGA SLP Sur,50G6R,Bravo TRC,100,118.5
10LGA SLP Sur,50GAR,Garmi SLP,150,177.75
10LGA SLP Sur,50HDG,Holanda SLP,50,59.25
10LGA SLP Sur,50HPN,Obispado SLP,200,237
10LGA SLP Sur,50HPV,IMSS Paseo SLP,50,59.25
10LGA SLP Sur,50I0E,Cuchilla SLP,180,213.3
10LGA SLP Sur,50IMN,Gran Morada SLP,100,118.5
10LGA SLP Sur,50INP,Independencia SLP,180,213.3
10LGA SLP Sur,50JK2,Milenio SLP,45,53.325
10LGA SLP Sur,50JOD,Chapultepec SLP,450,533.25
10LGA SLP Sur,50JYY,Parque Central SLP,180,213.3
10LGA SLP Sur,50KI2,Simon Diaz SLP,100,118.5
10LGA SLP Sur,50KVR,Villa de Reyes SLP,150,177.75
10LGA SLP Sur,50L5B,Puerta Natura SLP,100,118.5
10LGA SLP Sur,50LPA,La Pila SLP,200,237
10LGA SLP Sur,50M71,Dr Amonario SLP,300,355.5
10LGA SLP Sur,50M85,Leyes SLP,100,118.5
10LGA SLP Sur,50MJC,Serena SLP,50,59.25
10LGA SLP Sur,50MOS,Morelos SLP,400,474
10LGA SLP Sur,50N03,CD Fernandez SLP,50,59.25
10LGA SLP Sur,50NEP,SEP SLP,50,59.25
10LGA SLP Sur,50NRX,PARDO SLP,200,237
10LGA SLP Sur,50NVN,Salvador Nava SLP,45,53.325
10LGA SLP Sur,50NYL,Eje 116 SLP,100,118.5
10LGA SLP Sur,50O9D,Laguna de Terminos TRC,50,59.25
10LGA SLP Sur,50OAI,Topacio SLP,200,237
10LGA SLP Sur,50OBY,B. Anaya SLP,135,159.975
10LGA SLP Sur,50OCU,12 de Octubre SLP,50,59.25
10LGA SLP Sur,50OGR,Agricultura SLP,100,118.5
10LGA SLP Sur,50OHN,Himno Nacional SLP,135,159.975
10LGA SLP Sur,50OHY,Himalaya SLP,45,53.325
10LGA SLP Sur,50OOL,Sierra Leona SLP,315,373.275
10LGA SLP Sur,50OSI,Sierra Vista SLP,360,426.6
10LGA SLP Sur,50OZI,Industrial SLP,45,53.325
10LGA SLP Sur,50P2C,Tec Milenio SLP,270,319.95
10LGA SLP Sur,50P32,Orquideas TRC,50,59.25
10LGA SLP Sur,50PEF,Periferico SLP,45,53.325
10LGA SLP Sur,50PN3,Colon SLP,100,118.5
10LGA SLP Sur,50POB,Potosi SLP,50,59.25
10LGA SLP Sur,50PPI,Pronto IndustriasSLP,50,59.25
10LGA SLP Sur,50QJT,Quijote SLP,500,592.5
10LGA SLP Sur,50QZF,Julian de los Reyes SLP,150,177.75
10LGA SLP Sur,50R3G,Graciano Sanchez SLP,100,118.5
10LGA SLP Sur,50RCQ,Santa Rita SLP,50,59.25
10LGA SLP Sur,50RCW,Rocha Cordero SLP,45,53.325
10LGA SLP Sur,50RYG,Galvez II SLP,90,106.65
10LGA SLP Sur,50SGE,San Sebastian SLP,50,59.25
10LGA SLP Sur,50SLB,Libanes SLP,180,213.3
10LGA SLP Sur,50SMZ,REAL DEL POTOSI SLP,135,159.975
10LGA SLP Sur,50TMM,Reyes SLP,100,118.5
10LGA SLP Sur,50TRW,Roma SLP,200,237
10LGA SLP Sur,50UDV,Universidad SLP,90,106.65
10LGA SLP Sur,50UEH,El Palmar SLP,50,59.25
10LGA SLP Sur,50UMS,Inglaterra SLP,100,118.5
10LGA SLP Sur,50UNC,Cumbres SLP,90,106.65
10LGA SLP Sur,50UTN,Los Silos SLP,150,177.75
10LGA SLP Sur,50UV1,Santos SLP,135,159.975
10LGA SLP Sur,50V6K,Los Filtros SLP,135,159.975
10LGA SLP Sur,50VFM,Benemerito SLP,50,59.25
10LGA SLP Sur,50W5Y,Carretera 80 SLP,50,59.25
10LGA SLP Sur,50WEN,Osen SLP,50,59.25
10LGA SLP Sur,50WU9,Plaza la Quinta TRC,50,59.25
10LGA SLP Sur,50WZM,18 de Marzo SLP,100,118.5
10LGA SLP Sur,50XAE,Tame SLP,360,426.6
10LGA SLP Sur,50XFJ,Xicotencatl SLP,100,118.5
10LGA SLP Sur,50XIO,Observatorio SLP,50,59.25
10LGA SLP Sur,50XRH,Tec de Monterrey SLP,180,213.3
10LGA SLP Sur,50XXD,Dalias SLP,200,237
10LGA SLP Sur,50Y4B,Gas San Felipe SLP,50,59.25
10LGA SLP Sur,50YM6,Montena SLP,50,59.25
10LGA SLP Sur,50YRQ,Argentina SLP,50,59.25
10LGA SLP Sur,50YUD,Politecnica SLP,50,59.25
10LGA SLP Sur,50Z22,Fraylea TRC,50,59.25
10LGA SLP Sur,50ZMA,La Loma SLP,270,319.95
10LGA SLP Sur,50ZQA,Pedrin TIJ,45,53.325
10LGA SLP Sur,50ZYQ,Zenon Fernandez SLP,100,118.5
10LGA Torreon,5009F,Sonora TRC,100,118.5
10LGA Torreon,5012X,La Partida TRC,50,59.25
10LGA Torreon,501I6,El Huerto TRC,150,177.75
10LGA Torreon,5021C,Las Vinas TRC,250,296.25
10LGA Torreon,50233,Vicente Guerrero TRC,150,177.75
10LGA Torreon,5027R,Allende TRC,150,177.75
10LGA Torreon,503HO,Libano TRC,100,118.5
10LGA Torreon,50446,Villa Zaragoza TRC,250,296.25
10LGA Torreon,504XM,Arboledas TRC,150,177.75
10LGA Torreon,50544,Antiguo Estadio TRC,50,59.25
10LGA Torreon,505JT,Las Vegas TRC,150,177.75
10LGA Torreon,505S3,Bolonias TRC,100,118.5
10LGA Torreon,505WU,San Salvador TRC,50,59.25
10LGA Torreon,506CM,Laguna Del Rey TRC,50,59.25
10LGA Torreon,506ES,Pirita TRC,50,59.25
10LGA Torreon,50729,Montessori TRC,50,59.25
10LGA Torreon,5073N,Montesquieu TRC,150,177.75
10LGA Torreon,5079Y,Agroindustrias TRC,150,177.75
10LGA Torreon,507FF,Satelite TRC,50,59.25
10LGA Torreon,50843,Cienega TRC,50,59.25
10LGA Torreon,5085N,Palmas TTRC,150,177.75
10LGA Torreon,5088W,Tec Mieleras TRC,350,414.75
10LGA Torreon,508DG,Ramon Mendez TRC,50,59.25
10LGA Torreon,508ED,Nuevo Laguna Nte TRC,100,118.5
10LGA Torreon,508FX,Kiosco TRC,50,59.25
10LGA Torreon,508NA,Sumitomo TRC,50,59.25
10LGA Torreon,508Q6,Jaboncillo TRC,100,118.5
10LGA Torreon,508S3,Kusiku TRC,150,177.75
10LGA Torreon,508SP,Aldafa TRC,50,59.25
10LGA Torreon,509CC,Del Bosque TRC,100,118.5
10LGA Torreon,509DZ,Trevino TRC,50,59.25
10LGA Torreon,509SY,Ocampo TRC,100,118.5
10LGA Torreon,50AJ4,La Noria TRC,50,59.25
10LGA Torreon,50AWG,Real del Sol TRC,150,177.75
10LGA Torreon,50AY3,UTT TRC,150,177.75
10LGA Torreon,50BEE,Avila Camacho TRC,150,177.75
10LGA Torreon,50BKW,Coyote TRC,50,59.25
10LGA Torreon,50BMW,Fierro TRC,300,355.5
10LGA Torreon,50BR9,Cristobal Diaz TRC,100,118.5
10LGA Torreon,50D1X,Gas Mieleras TRC,50,59.25
10LGA Torreon,50DAI,Dalias TRC,50,59.25
10LGA Torreon,50DD0,Dunas TRC,150,177.75
10LGA Torreon,50DDN,Div. del Norte TRC,100,118.5
10LGA Torreon,50DFN,Cruz Roja TRC,200,237
10LGA Torreon,50DKE,Joyas del DesieroTRC,150,177.75
10LGA Torreon,50DMA,Juambelz TRC,50,59.25
10LGA Torreon,50DS3,Alatorre TRC,100,118.5
10LGA Torreon,50DUY,Villa delasPerlasTRC,150,177.75
10LGA Torreon,50E16,3D TRC,50,59.25
10LGA Torreon,50EAN,Plaza 505 TRC,100,118.5
10LGA Torreon,50ES6,Militar LGA,50,59.25
10LGA Torreon,50EST,Estrella TRC,550,651.75
10LGA Torreon,50FER,Reforma TRC,200,237
10LGA Torreon,50FO0,Nazas TRC,150,177.75
10LGA Torreon,50FOP,Opinion II TRC,50,59.25
10LGA Torreon,50FP5,LA JAT II TRC,100,118.5
10LGA Torreon,50FTF,Palma Real TRC,100,118.5
10LGA Torreon,50GYB,Gomez Farias TRC,50,59.25
10LGA Torreon,50HCW,Hacienda TRC,100,118.5
10LGA Torreon,50HFE,Santa Fe TRC,200,237
10LGA Torreon,50I55,Joyas de Torreon TRC,200,237
10LGA Torreon,50IA6,Gas La Joya TRC,50,59.25
10LGA Torreon,50ICR,Atenas TRC,50,59.25
10LGA Torreon,50IML,Fco. I. Madero TRC,150,177.75
10LGA Torreon,50IS1,Buenos Aires TRC,50,59.25
10LGA Torreon,50IZ4,Jardines del Sur TRC,50,59.25
10LGA Torreon,50JQD,Playa Madero TRC,150,177.75
10LGA Torreon,50KAF,Senderos Cantera TRC,150,177.75
10LGA Torreon,50KPL,Peltres TRC,50,59.25
10LGA Torreon,50KSO,Sol TRC,550,651.75
10LGA Torreon,50KWR,Quinta SanMiguel TRC,50,59.25
10LGA Torreon,50L5D,1 De Mayo TRC,100,118.5
10LGA Torreon,50LD4,Pensadores,350,414.75
10LGA Torreon,50LJS,Latino TRC,50,59.25
10LGA Torreon,50LQB,Libertad TRC,200,237
10LGA Torreon,50LRA,La Rosita TRC,350,414.75
10LGA Torreon,50M8R,Etnias TRC,200,237
10LGA Torreon,50MA9,Parque Oriente TRC,50,59.25
10LGA Torreon,50MJB,Saltillo 400 Sur TRC,100,118.5
10LGA Torreon,50MMW,Matamoros TRC,50,59.25
10LGA Torreon,50MPG,Montebello TRC,50,59.25
10LGA Torreon,50N1F,Amistad TRC,100,118.5
10LGA Torreon,50NAV,Navarro TRC,100,118.5
10LGA Torreon,50NFD,Campesino TRC,50,59.25
10LGA Torreon,50NSG,Puerta Real TRC,100,118.5
10LGA Torreon,50NUM,Pedregal TRC,100,118.5
10LGA Torreon,50O98,La Paz TRC,150,177.75
10LGA Torreon,50OFU,Fundadores TRC,150,177.75
10LGA Torreon,50OLX,Olivos TRC,100,118.5
10LGA Torreon,50OWA,SANTA ELENA 1 TRC,150,177.75
10LGA Torreon,50P21,E Carranza TRC,50,59.25
10LGA Torreon,50P3M,Las Puertas TRC,350,414.75
10LGA Torreon,50PEA,Primavera TRC,150,177.75
10LGA Torreon,50PRW,Avellanos TRC,50,59.25
10LGA Torreon,50PXH,Cementos TRC,500,592.5
10LGA Torreon,50Q65,Barrio Nuevo TRC,100,118.5
10LGA Torreon,50QHN,Quimica TRC,100,118.5
10LGA Torreon,50QIK,Angel TRC,50,59.25
10LGA Torreon,50QKF,Santa Anita TRC,350,414.75
10LGA Torreon,50QSV,Santa Barbara TRC,100,118.5
10LGA Torreon,50RMM,Villas IBERO TRC,250,296.25
10LGA Torreon,50ROT,Loma Real TRC,100,118.5
10LGA Torreon,50S1W,Cuauhtemoc TRC,50,59.25
10LGA Torreon,50SJI,Articulo 123 TRC,50,59.25
10LGA Torreon,50SLW,Gardenias TRC,150,177.75
10LGA Torreon,50SSH,Del Puerto TRC,200,237
10LGA Torreon,50SUH,Suchiate TRC,50,59.25
10LGA Torreon,50T7X,21 de Marzo TRC,50,59.25
10LGA Torreon,50TAI,Triana TRC,300,355.5
10LGA Torreon,50TLV,SANTA ELENA 2 TRC,50,59.25
10LGA Torreon,50TRL,Las Torres TRC,100,118.5
10LGA Torreon,50TSP,Frondoso I TRC,150,177.75
10LGA Torreon,50U0B,Parajes TRC,200,237
10LGA Torreon,50UB2,Obsidiana TRC,100,118.5
10LGA Torreon,50UCG,Eduardo Guerra TRC,50,59.25
10LGA Torreon,50UHJ,Super Ana TRC,50,59.25
10LGA Torreon,50UKD,Villas Universidad TRC,150,177.75
10LGA Torreon,50UQT,Jose Vasconcelos TRC,250,296.25
10LGA Torreon,50VCO,24 TRC,100,118.5
10LGA Torreon,50VHF,La Mision TRC,50,59.25
10LGA Torreon,50VOM,Especialidades TRC,100,118.5
10LGA Torreon,50VPP,LA JOYA TRC,250,296.25
10LGA Torreon,50VZK,Mexico TRC,200,237
10LGA Torreon,50W6P,Monterreal TRC,150,177.75
10LGA Torreon,50WBU,San Miguel TRC,100,118.5
10LGA Torreon,50WSL,Juarez II TRC,50,59.25
10LGA Torreon,50WYT,Matamoros II TRC,100,118.5
10LGA Torreon,50X7O,Paseo Del Sol TRC,50,59.25
10LGA Torreon,50XBU,Boulevard TRC,500,592.5
10LGA Torreon,50XMM,Amazonas TRC,100,118.5
10LGA Torreon,50XOM,Villas del Sol TRC,150,177.75
10LGA Torreon,50XXI,Xochimilco TRC,100,118.5
10LGA Torreon,50Y7I,Seccion 38 TRC,50,59.25
10LGA Torreon,50Z5X,De La Vi a TRC,200,237
10LGA Torreon,50Z8Z,Portones TRC,50,59.25
10LGA Torreon,50ZLA,Los Angeles TRC,150,177.75
10LGA Torreon,50ZUN,Union TRC,50,59.25
10MEX Aeropuerto,5005D,San Antonio  MEX,45,53.325
10MEX Aeropuerto,500FC,Nivel MEX,90,106.65
10MEX Aeropuerto,501PG,Aeropuerto T1054 MEX,1440,1706.4
10MEX Aeropuerto,5023L,Gardenia MEX,150,177.75
10MEX Aeropuerto,503EA,Hospital Moctezuma MEX,135,159.975
10MEX Aeropuerto,503QF,Aeropuerto T1 L8384 MEX,1575,1866.375
10MEX Aeropuerto,5040R,Calle 71 MEX,45,53.325
10MEX Aeropuerto,50603,Coxcox MEX,600,711
10MEX Aeropuerto,5066F,Agiabampo 70 MEX,100,118.5
10MEX Aeropuerto,507ZF,Sirena Mex,50,59.25
10MEX Aeropuerto,50874,Xocongo MEX,250,296.25
10MEX Aeropuerto,5088F,Canton MEX,400,474
10MEX Aeropuerto,508EL,Choferes I MEX,180,213.3
10MEX Aeropuerto,50AQB,Bordo MEX,150,177.75
10MEX Aeropuerto,50BDE,Bosques Europa MEX,225,266.625
10MEX Aeropuerto,50CBH,Chabacano MEX,90,106.65
10MEX Aeropuerto,50DTB,Bosq.de TailandiaMEX,135,159.975
10MEX Aeropuerto,50E9A,Iglesias MEX,135,159.975
10MEX Aeropuerto,50F9N,Unidad JFK MEX,45,53.325
10MEX Aeropuerto,50FAI,Africa MEX,180,213.3
10MEX Aeropuerto,50FQJ,Cuarta Avenida MEX,1050,1244.25
10MEX Aeropuerto,50GPR,Aviacion Civil MEX,180,213.3
10MEX Aeropuerto,50JAA,Av. Mexico MEX,135,159.975
10MEX Aeropuerto,50MVV,Avenida 12 MEX,45,53.325
10MEX Aeropuerto,50NES,Continentes MEX,90,106.65
10MEX Aeropuerto,50NMF,Metropolitano MEX,200,237
10MEX Aeropuerto,50ON6,MB Canal Del Norte MEX,90,106.65
10MEX Aeropuerto,50ORN,Tlatelolco II MEX,180,213.3
10MEX Aeropuerto,50PEJ,Poder Ejecutivo MEX,45,53.325
10MEX Aeropuerto,50PJQ,Plaza Pantitlan MEX,360,426.6
10MEX Aeropuerto,50PYC,Plateros I MEX,90,106.65
10MEX Aeropuerto,50QO3,Juventino MEX,90,106.65
10MEX Aeropuerto,50SKW,Asturias MEX,45,53.325
10MEX Aeropuerto,50SYO,Impulsora FES MEX,90,106.65
10MEX Aeropuerto,50TBG,San Jose II MEX,45,53.325
10MEX Aeropuerto,50TXW,Taximetros MEX,100,118.5
10MEX Aeropuerto,50U7K,Xochitlan Sur MEX,250,296.25
10MEX Aeropuerto,50UTP,La Noria MEX,50,59.25
10MEX Aeropuerto,50UZO,Carmelo MEX,45,53.325
10MEX Aeropuerto,50VBK,Aeropuerto T1-N17 MEX,585,693.225
10MEX Aeropuerto,50VCU,Aeropuerto T1-F7 MEX,405,479.925
10MEX Aeropuerto,50VKE,Aeropuerto T2 MEX,585,693.225
10MEX Aeropuerto,50XHZ,Terminos MEX,45,53.325
10MEX Aeropuerto,50XTP,Oriente 16 MEX,400,474
10MEX Aeropuerto,50YFT,Parque Neza MEX,50,59.25
10MEX Aeropuerto,50YIM,Lago de Constanza MEX,100,118.5
10MEX Aeropuerto,50YTE,Oriente 158 MEX,90,106.65
10MEX Aeropuerto,50YVC,Valle del Cerezo MEX,250,296.25
10MEX Aeropuerto,50Z3J,Aeropuerto TT-01 MEX,45,53.325
10MEX Coyoacan,5004D,Fernandez MEX,180,213.3
10MEX Coyoacan,500L7,Joaquin Gallo Mex,50,59.25
10MEX Coyoacan,500SU,Tommasi MEX,90,106.65
10MEX Coyoacan,500UY,Xocotenco MEX,90,106.65
10MEX Coyoacan,503F2,Riviera MEX,90,106.65
10MEX Coyoacan,504MI,Jaina MEX,180,213.3
10MEX Coyoacan,504X2,Totonacas MEX,225,266.625
10MEX Coyoacan,505W3,Mercado Tlaco MEX,90,106.65
10MEX Coyoacan,506TQ,Pronosticos  MEX,180,213.3
10MEX Coyoacan,507E3,Azcona MEX,135,159.975
10MEX Coyoacan,508UM,Plaza Patriotismo MEX,315,373.275
10MEX Coyoacan,509FL,Total MEX,45,53.325
10MEX Coyoacan,50A9J,Lima MEX,315,373.275
10MEX Coyoacan,50CLH,Culhuacan MEX,180,213.3
10MEX Coyoacan,50CLJ,Chicomostoc MEX,90,106.65
10MEX Coyoacan,50CMB,Caracol MEX,180,213.3
10MEX Coyoacan,50DFP,Adolfo Prieto MEX,90,106.65
10MEX Coyoacan,50DKG,Van Dick MEX,45,53.325
10MEX Coyoacan,50DKT,Dakota MEX,90,106.65
10MEX Coyoacan,50EDX,Cedros MEX,180,213.3
10MEX Coyoacan,50EVW,Luisa MEX,45,53.325
10MEX Coyoacan,50FRA,San Francisco MEX,45,53.325
10MEX Coyoacan,50FSJ,Florida MEX,270,319.95
10MEX Coyoacan,50FWG,Arizpe MEX,585,693.225
10MEX Coyoacan,50GEN,Eugenia MEX,45,53.325
10MEX Coyoacan,50GGI,Georgia MEX,450,533.25
10MEX Coyoacan,50GNR,General Anaya MEX,45,53.325
10MEX Coyoacan,50IAH,Jose Ma. Rico MEX,360,426.6
10MEX Coyoacan,50IOJ,Eje 6 MEX,135,159.975
10MEX Coyoacan,50ITF,Kappa MEX,315,373.275
10MEX Coyoacan,50IZD,Metro Eje Central MEX,630,746.55
10MEX Coyoacan,50JYS,Joyas MEX,225,266.625
10MEX Coyoacan,50KEA,Cerro de Jesus MEX,45,53.325
10MEX Coyoacan,50KNO,Pino MEX,270,319.95
10MEX Coyoacan,50LKX,Camil MEX,180,213.3
10MEX Coyoacan,50LOV,Parroquia MEX,225,266.625
10MEX Coyoacan,50LQF,Letran MEX,360,426.6
10MEX Coyoacan,50LXN,Leon MEX,45,53.325
10MEX Coyoacan,50M4Y,Policia Federal MEX,45,53.325
10MEX Coyoacan,50M8L,Plaza Manacar MEX,180,213.3
10MEX Coyoacan,50MEA,Estrella MEX,90,106.65
10MEX Coyoacan,50MJF,COMERCIO MEX,405,479.925
10MEX Coyoacan,50MJS,Matias Romero MEX,90,106.65
10MEX Coyoacan,50MMP,Rosedal MEX,135,159.975
10MEX Coyoacan,50MOC,Tepotzotlan MEX,45,53.325
10MEX Coyoacan,50MRZ,Patricio MEX,225,266.625
10MEX Coyoacan,50MTK,Minesota MEX,135,159.975
10MEX Coyoacan,50MXU,Mixcoac MEX,90,106.65
10MEX Coyoacan,50NBK,Nebraska MEX,450,533.25
10MEX Coyoacan,50NH7,Kramer MEX,45,53.325
10MEX Coyoacan,50NOA,Nicolas MEX,90,106.65
10MEX Coyoacan,50NUX,Zihuatlan MEX,45,53.325
10MEX Coyoacan,50NX8,Chicago MEX,675,799.875
10MEX Coyoacan,50ODX,Odontologia MEX,225,266.625
10MEX Coyoacan,50OJ0,Alducin MEX,45,53.325
10MEX Coyoacan,50OLB,Holbein MEX,315,373.275
10MEX Coyoacan,50OPC,Pedregal CarrascoMEX,45,53.325
10MEX Coyoacan,50OXB,San Borja MEX,225,266.625
10MEX Coyoacan,50PCI,Providencia MEX,225,266.625
10MEX Coyoacan,50PFT,Plaza Fuentes MEX,135,159.975
10MEX Coyoacan,50PJX,Berruguete MEX,225,266.625
10MEX Coyoacan,50PNY,Pensilvania MEX,270,319.95
10MEX Coyoacan,50Q2K,Ahuejote MEX,135,159.975
10MEX Coyoacan,50Q78,Emiliano Zapata MEX,45,53.325
10MEX Coyoacan,50QGS,Monges MEX,360,426.6
10MEX Coyoacan,50QMM,Costilla MEX,45,53.325
10MEX Coyoacan,50QMN,Ermita Dorada MEX,180,213.3
10MEX Coyoacan,50QMX,Catolica MEX,45,53.325
10MEX Coyoacan,50RAB,Lazarus MEX,50,59.25
10MEX Coyoacan,50RHH,Lisa MEX,45,53.325
10MEX Coyoacan,50RMN,Rumania MEX,45,53.325
10MEX Coyoacan,50RNM,San Ramon MEX,180,213.3
10MEX Coyoacan,50RNQ,Rodin MEX,720,853.2
10MEX Coyoacan,50RNZ,Rancho Arenal MEX,45,53.325
10MEX Coyoacan,50RQE,Olarte MEX,250,296.25
10MEX Coyoacan,50SAE,Sauces MEX,180,213.3
10MEX Coyoacan,50SBF,Sebastian MEX,270,319.95
10MEX Coyoacan,50SIL,Ejido Culhuacan MEX,45,53.325
10MEX Coyoacan,50SNT,Santa Ana MEX,90,106.65
10MEX Coyoacan,50SQK,San Juan II MEX,225,266.625
10MEX Coyoacan,50TA2,Capulin MEX,270,319.95
10MEX Coyoacan,50THK,Tokio MEX,180,213.3
10MEX Coyoacan,50U1Z,Incorp MEX,135,159.975
10MEX Coyoacan,50UIL,Cuicuilco MEX,540,639.9
10MEX Coyoacan,50VAQ,Nino Perdido MEX,45,53.325
10MEX Coyoacan,50VDO,Venados MEX,45,53.325
10MEX Coyoacan,50VFT,Villa S.Francisco MEX,135,159.975
10MEX Coyoacan,50VKN,La Virgen MEX,180,213.3
10MEX Coyoacan,50WRX,Rinconada del Valle MEX,450,533.25
10MEX Coyoacan,50XHI,Xochicalco MEX,225,266.625
10MEX Coyoacan,50XO4,Ticumac MEX,45,53.325
10MEX Coyoacan,50XPU,San Jose MEX,135,159.975
10MEX Coyoacan,50XU9,Arizona MEX,45,53.325
10MEX Coyoacan,50Y45,Londres,900,1066.5
10MEX Coyoacan,50YEO,Patriotismo 17 MEX,180,213.3
10MEX Coyoacan,50YTJ,Gaspa MEX,945,1119.825
10MEX Coyoacan,50ZCN,Carolina MEX,225,266.625
10MEX Coyoacan,50ZHC,Valle Coyoacan MEX,90,106.65
10MEX Coyoacan,50ZQS,Gama MEX,135,159.975
10MEX Coyoacan,50ZUY,Zapata MEX,135,159.975
10MEX Coyoacan,50ZWD,MAQ MEX,180,213.3
10MEX Coyoacan,50ZZI,Valencia MEX,45,53.325
10MEX Cuauhtemoc,500QC,Sevilla II,135,159.975
10MEX Cuauhtemoc,502EI,Cholula MEX,1080,1279.8
10MEX Cuauhtemoc,502EY,General Versalles MEX,180,213.3
10MEX Cuauhtemoc,502YM,Amberes MEX,135,159.975
10MEX Cuauhtemoc,5035L,Cuauhtemoc Delta MEX,45,53.325
10MEX Cuauhtemoc,503F7,Chile MEX,135,159.975
10MEX Cuauhtemoc,504BI,Anaxagoras MEX,225,266.625
10MEX Cuauhtemoc,505QH,Carranza MEX,45,53.325
10MEX Cuauhtemoc,505RA,Chopan MEX,135,159.975
10MEX Cuauhtemoc,505Z8,Milan MEX,270,319.95
10MEX Cuauhtemoc,5064N,Merida MEX,990,1173.15
10MEX Cuauhtemoc,506CJ,Maria Selene MEX,145,171.825
10MEX Cuauhtemoc,506WQ,Merida 241 MEX,630,746.55
